KOI_Name,Exoplanet_Archive_Disposition,Orbital_Period_[days],Transit_Epoch_[BKJD],Impact_Parameter,Transit_Duration_[hrs],Transit_Depth_[ppm],Planetary_Radius_[Earth_radii],Equilibrium_Temperature_[K],Insolation_Flux_[Earth_flux],Transit_Signal-to-Noise,Stellar_Effective_Temperature_[K],Stellar_Surface_Gravity_[log10(cm/s**2)],Stellar_Radius_[Solar_radii],RA_[decimal_degrees],Dec_[decimal_degrees],Kepler-band_[mag]
K03218.01,FALSE POSITIVE,1.21374652,131.735,0.57,3.371,28.9,0.59,1880.0,2945.61,17.4,6238.0,4.407,1.049,283.85147,47.24366,12.107
K01151.03,CONFIRMED,5.24970432,135.46911,0.248,2.746,61.9,0.67,954.0,195.3,13.9,5528.0,4.499,0.853,283.00296,44.284229,13.404
K03257.01,FALSE POSITIVE,45.4333769,172.93877,0.959,6.351,905.8,2.23,315.0,2.34,18.1,4371.0,4.712,0.559,297.38513,47.543411,15.773
K03260.01,CONFIRMED,56.6746666,160.44836,0.626,5.516,883.1,4.01,522.0,17.59,22.7,5541.0,4.189,1.295,289.64343,50.727089,14.682
K03328.01,FALSE POSITIVE,63.9005941,189.47344,1.194,8.2789,17097.0,25.91,353.0,3.68,110.8,5204.0,4.63,0.634,284.30792,39.70039,15.426
K03330.01,CONFIRMED,16.2951259,144.80425,0.494,3.678,197.9,1.15,574.0,25.59,13.0,4915.0,4.512,0.812,288.69501,39.883202,15.061
K03331.01,FALSE POSITIVE,18.173045009,355.230984,0.674,10.9113,69911.0,24.39,650.0,42.19,1820.5,5799.0,4.548,0.86,291.96497,41.122162,15.927
K03332.01,FALSE POSITIVE,14.12678065,137.90377,1.254,5.9303,7647.4,31.13,670.0,47.56,127.1,5656.0,4.583,0.784,298.56927,41.00351,15.91
K04798.01,FALSE POSITIVE,358.56462,151.8698,0.4108,11.64,170.2,0.99,219.0,0.55,9.6,5375.0,4.531,0.752,291.17566,47.10561,13.542
K07722.01,FALSE POSITIVE,1.337561836,132.14597,0.055,1.575,41.0,1.11,2322.0,6870.94,9.5,6406.0,4.056,1.715,291.41714,40.48592,14.217
K04800.01,FALSE POSITIVE,2.23755641,133.0574,0.182,2.089,101.1,0.93,1397.0,897.8,7.3,6026.0,4.505,0.924,285.31628,38.686619,15.578
K04872.01,FALSE POSITIVE,1.035268597,131.73249,0.3845,0.5663,112.2,1.34,2136.0,4922.79,15.1,6332.0,4.311,1.205,285.66937,49.439911,13.866
K04873.01,FALSE POSITIVE,359.3259,431.3267,0.2279,9.836,246.2,3.6,410.0,6.69,13.5,6570.0,3.902,2.27,290.9288,37.085251,13.274
K04874.01,FALSE POSITIVE,0.566805268,131.8224,0.069,3.721,35.7,0.65,2492.0,9052.02,12.5,6403.0,4.418,1.086,291.72806,42.680408,15.061
K03261.01,CONFIRMED,12.27057043,137.57434,0.026,3.002,295.5,1.67,811.0,102.25,18.7,6075.0,4.486,0.969,287.8674,50.595581,14.411
K03262.01,CONFIRMED,13.2274753,137.71768,0.803,6.356,229.8,1.94,867.0,133.34,16.4,6269.0,4.405,1.155,288.23175,50.567879,15.05
K07707.01,FALSE POSITIVE,0.559517155,132.07411,0.328,0.596,57.9,1.04,2762.0,13839.66,12.7,6462.0,4.266,1.309,298.27521,39.850971,13.741
K03265.01,FALSE POSITIVE,29.47316279,154.89251,1.362,6.4327,12568.0,48.98,565.0,24.07,179.3,5838.0,4.529,0.897,298.50607,46.948029,15.957
K04732.01,FALSE POSITIVE,0.580725004,131.73303,0.137,2.071,105.2,0.85,1939.0,3355.68,18.0,5471.0,4.53,0.841,282.17203,43.69651,15.236
K03200.01,FALSE POSITIVE,1.94468659,133.2347,1.1592,18.22,455.5,69.59,3334.0,29219.04,17.1,7894.0,3.644,3.521,298.34344,48.702381,11.708
K04733.01,CONFIRMED,7.28116667,132.7518,0.1,2.716,333.8,1.4,744.0,72.16,11.5,5008.0,4.572,0.788,291.50812,45.370159,15.993
K04734.01,FALSE POSITIVE,383.10017,286.3372,0.1365,8.8,579.4,2.18,248.0,0.9,10.0,6011.0,4.522,0.902,289.61075,41.019489,15.339
K04802.01,FALSE POSITIVE,0.605556082,132.02856,0.176,1.2399,101.7,0.86,2120.0,4796.94,15.3,6123.0,4.556,0.846,291.9837,38.595409,14.99
K04803.01,CONFIRMED,4.36125889,132.53228,0.374,2.174,189.2,1.2,1000.0,236.01,10.7,5520.0,4.544,0.873,294.0827,39.556099,14.951
K04805.01,FALSE POSITIVE,1.19087362,131.71838,0.393,1.785,67.5,0.73,1489.0,1165.78,8.0,5158.0,4.464,0.888,294.59283,45.28772,15.28
K04806.01,FALSE POSITIVE,1.06484622,131.5817,0.242,3.287,42.4,0.72,2034.0,4059.63,12.5,6445.0,4.417,1.087,289.64139,39.788029,14.772
K04807.01,FALSE POSITIVE,0.969824139,132.28429,0.332,0.783,23.1,0.49,1839.0,2709.67,6.8,5780.0,4.438,1.0,287.55508,46.68224,11.563
K04876.01,FALSE POSITIVE,190.60563,229.5171,0.0108,14.33,153.6,1.6,386.0,5.25,11.6,6200.0,4.214,1.287,286.66867,45.208302,13.431
K04879.01,FALSE POSITIVE,8.480305,135.8796,0.766,6.19,304.2,1.33,661.0,45.21,11.5,4895.0,4.631,0.696,298.75122,46.636261,15.866
K04880.01,FALSE POSITIVE,410.11676,328.2965,0.243,13.97,216.9,1.41,242.0,0.81,11.2,5587.0,4.372,0.965,289.23987,44.99358,13.736
K03266.01,CONFIRMED,54.5091549,140.82739,0.94,5.125,622.2,1.94,308.0,2.13,17.0,4406.0,4.67,0.603,294.55383,45.08139,15.498
K03267.01,CONFIRMED,14.1959621,137.01221,0.786,3.605,196.2,1.66,818.0,105.7,14.1,6214.0,4.442,1.076,290.21667,44.779678,14.706
K03268.01,FALSE POSITIVE,11.52482874,134.08163,1.205,1.724,577.6,22.56,756.0,77.15,16.2,5592.0,4.472,0.892,296.40448,44.367458,15.595
K03269.01,FALSE POSITIVE,46.84008579,164.134422,4.652,3.8198,6287.9,428.62,552.0,22.0,147.9,6006.0,4.33,1.055,294.06802,43.936871,15.314
K04736.01,FALSE POSITIVE,0.992798625,131.70889,1.219,3.5065,582.5,29.26,1967.0,3519.47,79.1,6055.0,4.407,1.098,293.94794,40.455818,15.04
K04738.01,FALSE POSITIVE,186.72243,308.6018,0.4736,13.35,326.4,1.84,329.0,2.77,11.5,6040.0,4.469,0.999,288.74893,42.191738,15.085
K04739.01,FALSE POSITIVE,118.4039,195.109,0.4062,5.593,426.0,3.46,517.0,16.83,4.4,6486.0,4.091,1.64,282.87473,41.836727,11.426
K04740.01,FALSE POSITIVE,182.281992,159.6829,0.2425,8.828,509.3,1.67,280.0,1.46,8.7,5503.0,4.536,0.742,292.85391,46.77375,15.405
K04809.01,FALSE POSITIVE,10.0102876,131.8186,0.5667,5.33,127.1,0.69,522.0,17.56,7.0,4214.0,4.65,0.601,287.43542,39.692989,15.761
K03211.01,FALSE POSITIVE,1.366964704,132.195909,0.517,2.3181,59.7,0.79,1640.0,1705.64,3.3,5780.0,4.438,1.0,295.25244,42.896114,11.948
K04812.01,FALSE POSITIVE,0.77957913,131.7173,0.183,2.457,70.4,0.71,1819.0,2585.39,11.1,5699.0,4.553,0.853,296.66177,43.811432,15.703
K03219.01,FALSE POSITIVE,0.544561598,131.94532,0.214,1.6053,35.2,44.9,11804.0,4601339.96,31.1,3715.0,0.851,80.529,299.33368,43.717815,12.122
K04882.01,FALSE POSITIVE,17.4453133,135.7562,0.23,5.14,327.7,5.38,1066.0,305.55,12.2,4927.0,3.417,3.04,291.95251,41.959911,15.807
K04884.01,FALSE POSITIVE,1.97515457,132.6578,0.027,2.633,66.1,0.92,1504.0,1207.0,9.2,5571.0,4.31,1.145,292.8699,39.844429,14.878
K03270.01,FALSE POSITIVE,21.993112,131.68608,1.249,8.616,1015.7,23.21,523.0,17.75,37.3,5205.0,4.604,0.747,293.6203,42.081871,15.249
K03273.01,FALSE POSITIVE,27.6853358,132.70397,0.897,4.661,1660.7,3.11,461.0,10.67,49.3,5216.0,4.673,0.639,297.79987,40.349281,15.329
K03274.01,CONFIRMED,35.6225528,141.4514,0.261,4.845,651.1,2.24,523.0,17.67,9.6,5799.0,4.539,0.878,293.44644,40.409889,15.332
K04741.01,FALSE POSITIVE,7.1403113,137.9994,0.786,5.891,112.1,1.18,1036.0,272.78,11.8,6354.0,4.454,1.016,300.78387,43.962059,14.738
K07709.01,FALSE POSITIVE,2.69487041,131.59964,0.554,2.553,62.1,0.97,1440.0,1020.03,10.3,5823.0,4.283,1.187,293.09384,39.974579,14.464
K04742.01,CONFIRMED,112.303136,230.4383,0.248,5.869,502.1,1.3,241.0,0.79,13.1,4401.0,4.677,0.595,285.36658,39.280079,14.976
K04743.01,FALSE POSITIVE,49.5387264,132.50072,1.223,2.238,740.6,20.52,436.0,8.52,10.3,5683.0,4.605,0.747,298.68402,41.83149,14.94
K04744.01,FALSE POSITIVE,3.39155966,134.1211,0.182,3.87,28.4,0.49,1183.0,462.47,8.2,5896.0,4.516,0.914,293.17435,40.950809,13.773
K04814.01,FALSE POSITIVE,1.33254897,132.0549,0.241,3.083,591.7,32.84,4664.0,111977.04,16.2,4894.0,2.445,13.777,294.64285,46.549412,16.072
K04816.01,FALSE POSITIVE,18.2260472,133.5798,0.378,3.664,361.1,1.85,648.0,41.67,10.0,5440.0,4.444,0.98,299.13177,48.06171,15.418
K04817.01,FALSE POSITIVE,0.630539713,131.99124,1.2,1.7407,239.6,21.07,1936.0,3333.18,27.7,5458.0,4.482,0.894,297.04388,41.284012,15.476
K04887.01,FALSE POSITIVE,1.018347376,131.69633,0.654,4.386,47.8,1.92,2832.0,15153.38,33.3,5858.0,3.729,2.638,292.26559,39.129841,12.905
K04888.01,FALSE POSITIVE,0.659299289,131.738727,1.2873,0.6908,1118.5,30.54,1979.0,3623.47,108.6,5791.0,4.524,0.852,287.36786,44.27322,14.499
K03275.01,FALSE POSITIVE,37.32483952,143.0389,1.263,6.9676,4989.2,30.32,461.0,10.67,155.6,5306.0,4.55,0.79,298.54089,40.471642,14.727
K03276.01,FALSE POSITIVE,25.951984,148.92323,1.266,20.585,2340.2,36.8,626.0,36.39,131.4,5889.0,4.46,1.046,293.69415,38.995628,15.112
K03277.01,CONFIRMED,42.9136635,139.88848,0.403,5.227,160.6,3.19,810.0,101.56,18.2,6049.0,3.8,2.483,292.42282,38.266331,13.062
K03278.01,FALSE POSITIVE,88.1804682,209.15533,0.026,5.033,1138.6,2.78,359.0,3.94,17.5,5497.0,4.57,0.839,291.52487,38.455849,14.71
K04745.01,CONFIRMED,177.668663,264.2428,0.772,9.298,901.4,2.32,233.0,0.7,12.7,4721.0,4.615,0.701,288.61053,49.968632,15.891
K04746.01,FALSE POSITIVE,0.98041685,131.78321,0.446,0.919,105.7,0.75,1388.0,880.5,8.8,4861.0,4.572,0.722,291.12454,37.986511,14.484
K04747.01,CONFIRMED,92.263742,146.4247,0.273,8.605,296.9,2.22,469.0,11.42,12.2,6084.0,4.287,1.283,297.5885,43.841221,15.015
K04748.01,CONFIRMED,6.64754478,137.13371,0.235,1.961,289.3,1.72,999.0,235.89,12.4,6046.0,4.478,1.007,294.78433,49.4921,15.724
K07710.01,FALSE POSITIVE,1.23517588,131.9561,0.625,5.476,232.9,1.59,1697.0,1955.7,19.3,5780.0,4.438,1.0,295.85056,39.947193,11.908
K04819.01,FALSE POSITIVE,0.416995408,132.21942,0.089,0.8928,112.6,0.84,2433.0,8299.79,19.9,6150.0,4.498,0.781,295.27487,40.19508,14.964
K04821.01,FALSE POSITIVE,256.52387,366.9377,0.1065,9.07,126.1,1.33,338.0,3.1,7.5,6348.0,4.323,1.18,290.77032,45.498051,13.585
K03212.01,FALSE POSITIVE,3.0001191,132.9097,0.635,6.61,7.7,0.73,2566.0,10247.93,7.3,8431.0,3.97,2.485,292.91702,40.09243,11.96
K03220.01,CONFIRMED,81.4160138,160.86387,0.911,14.175,762.3,4.63,522.0,17.53,54.3,6352.0,4.267,1.401,291.25562,48.846924,12.146
K04894.01,FALSE POSITIVE,8.5900471,131.9816,0.098,3.463,137.0,0.8,677.0,49.76,9.6,4914.0,4.575,0.707,298.82587,46.956669,14.832
K07723.01,FALSE POSITIVE,357.82544,255.208,0.636,9.12,152.5,1.7,306.0,2.08,11.1,6131.0,4.248,1.312,292.20465,40.48563,12.117
K03279.01,CONFIRMED,30.8278245,143.1448,0.023,4.214,641.3,2.42,585.0,27.66,13.9,5982.0,4.493,0.96,291.43143,38.654388,15.765
K03280.01,CONFIRMED,47.1607932,150.25797,0.028,4.003,723.2,2.58,503.0,15.07,13.6,5936.0,4.501,0.965,286.12555,47.947609,15.57
K03282.01,CONFIRMED,49.2768448,157.02073,0.022,3.787,1132.9,1.75,271.0,1.28,17.8,3899.0,4.713,0.529,294.08307,50.502769,15.855
K03284.01,CONFIRMED,35.2330694,135.36477,0.139,3.674,352.8,0.97,288.0,1.62,14.5,3749.0,4.743,0.524,281.64581,41.951092,14.467
K03285.01,FALSE POSITIVE,45.3965379,136.9486,0.085,3.826,1001.6,1.97,326.0,2.66,15.3,4266.0,4.626,0.643,292.17496,44.783989,15.984
K07698.01,FALSE POSITIVE,508.807642,368.34861,0.016,4.495,2127.0,39.59,595.0,29.54,14.8,4893.0,2.454,8.811,290.70056,39.799679,15.635
K04751.01,FALSE POSITIVE,362.69427,154.1124,0.0774,9.7,439.9,3.54,315.0,2.32,11.0,5288.0,3.898,1.719,292.78592,46.808411,14.73
K04752.01,FALSE POSITIVE,370.35639,425.9854,0.414,12.75,732.2,2.82,268.0,1.21,13.0,6117.0,4.457,1.025,290.74271,43.604431,15.189
K04753.01,FALSE POSITIVE,0.729724346,132.04276,0.523,2.699,23.0,0.51,2151.0,5081.58,14.3,6084.0,4.426,1.03,285.90179,39.654411,12.546
K04824.01,FALSE POSITIVE,0.821472455,132.3003,0.2579,2.433,127.1,0.92,1559.0,1395.92,11.3,4889.0,4.503,0.836,296.82028,42.514198,15.758
K04825.01,FALSE POSITIVE,1.29019586,132.11311,0.044,3.741,86.5,0.78,1530.0,1293.44,11.1,5693.0,4.558,0.842,296.28137,39.874969,15.274
K04897.01,FALSE POSITIVE,8.48032079,135.85214,0.004,5.791,170.7,0.95,759.0,78.45,14.7,5415.0,4.556,0.728,298.79605,46.722858,14.879
K04899.01,FALSE POSITIVE,227.6258,143.8206,0.2351,9.47,131.0,1.79,394.0,5.7,8.8,6240.0,4.103,1.549,293.71948,50.18203,13.607
K03286.01,CONFIRMED,18.1373788,136.8106,0.945,3.844,310.8,1.41,433.0,8.31,11.3,4257.0,4.648,0.602,286.94531,43.822769,15.464
K03287.01,CONFIRMED,51.1104797,143.77855,0.029,7.712,330.0,1.6,478.0,12.38,21.9,5968.0,4.534,0.881,283.7706,42.027241,14.06
K03288.01,CONFIRMED,47.9869119,160.65401,0.873,5.342,859.3,3.35,493.0,14.01,25.7,5641.0,4.408,0.981,283.21161,41.038059,14.19
K01192.02,FALSE POSITIVE,359.047933,295.76934,0.002,16.637,5622.7,7.76,260.0,1.08,91.1,5609.0,4.346,1.048,291.03217,38.703911,14.215
K03289.01,FALSE POSITIVE,29.8042694,150.6786,1.237,3.107,1046.5,24.73,505.0,15.34,17.9,5223.0,4.488,0.827,291.35443,40.588879,15.945
K07699.01,FALSE POSITIVE,1.003049079,132.372429,0.568,7.9657,219270.0,42.5,1714.0,2049.63,1766.7,5775.0,4.518,0.844,295.7168,39.777142,15.097
K04757.01,FALSE POSITIVE,0.933157032,132.35981,1.046,2.614,87.8,7.29,2202.0,5565.35,15.2,6499.0,4.378,1.169,288.97589,43.099178,15.013
K04758.01,FALSE POSITIVE,37.1083458,166.2453,0.612,4.112,366.5,1.71,492.0,13.84,7.9,5591.0,4.559,0.86,285.80185,45.216831,15.948
K04828.01,FALSE POSITIVE,1.02104719,131.5654,1.0867,6.39,246.1,13.68,2129.0,4852.49,18.5,6444.0,4.376,1.2,298.98892,47.761429,15.367
K04829.02,FALSE POSITIVE,12.083457,134.475,0.1069,3.536,312.5,2.09,932.0,178.53,8.6,6422.0,4.364,1.175,287.70197,51.229729,14.12
K04830.01,FALSE POSITIVE,401.5907,172.2086,0.1752,14.77,115.0,1.01,256.0,1.02,11.9,6170.0,4.482,0.939,294.81012,44.25597,13.376
K03221.01,FALSE POSITIVE,53.912783631,132.2733337,0.984,44.0504,216.7,4.25,697.0,55.85,56.4,6085.0,3.917,2.02,294.06641,42.486839,12.147
K04901.01,FALSE POSITIVE,1.23142395,131.7651,0.187,2.186,19.6,0.77,2317.0,6786.33,10.8,6011.0,3.971,1.73,290.34805,47.965191,12.976
K04903.01,FALSE POSITIVE,386.828262,177.56829,0.953,5.045,1024.9,6.54,340.0,3.15,19.7,6384.0,4.107,1.615,281.28546,43.51548,13.637
K03291.01,FALSE POSITIVE,15.8733803,135.62779,0.919,7.4672,4094.1,8.15,830.0,111.99,136.5,6161.0,4.276,1.054,299.05002,41.537449,13.91
K03292.01,FALSE POSITIVE,42.3991752,151.96105,0.965,7.251,484.0,3.23,580.0,26.75,36.9,6133.0,4.37,1.121,299.06454,40.515579,13.383
K03293.01,FALSE POSITIVE,25.95198823,154.88102,1.269,14.602,5103.3,39.94,680.0,50.51,125.0,6363.0,4.444,1.035,293.68362,38.994869,15.766
K03294.01,FALSE POSITIVE,25.9522401,148.91634,1.375,20.813,2896.9,42.91,572.0,25.35,90.5,5659.0,4.528,0.904,293.70248,38.975449,14.691
K03295.01,FALSE POSITIVE,14.12809896,137.11989,0.046,2.326,263.1,1.6,781.0,87.8,20.3,6072.0,4.47,0.988,292.18237,39.560211,14.284
K04760.01,FALSE POSITIVE,13.6917833,133.78898,0.142,4.198,145.4,1.12,770.0,83.37,14.2,5906.0,4.433,0.931,295.37604,46.047588,14.565
K04761.01,FALSE POSITIVE,25.95633,154.7054,1.088,26.34,158.2,9.75,618.0,34.42,11.9,6139.0,4.53,0.881,293.76151,38.99921,14.876
K03204.01,FALSE POSITIVE,0.572937573,131.69432,0.7866,2.576,80.8,1.57,3271.0,27058.33,32.0,7338.0,4.225,1.593,292.44135,49.316414,11.825
K03213.01,FALSE POSITIVE,14.15849823,134.0065,1.204,46.356,347.3,90.09,1910.0,3145.0,225.1,8753.0,3.668,3.746,300.01501,40.52702,11.98
K04831.01,FALSE POSITIVE,207.471349,254.0825,0.3093,7.469,229.2,1.57,316.0,2.37,8.0,5731.0,4.359,1.033,288.52698,42.178909,13.749
K04832.01,FALSE POSITIVE,12.3748247,138.0615,1.185,90.01,390.9,81.01,1253.0,583.24,85.7,5165.0,3.491,3.598,297.63947,47.445869,13.455
K03501.01,FALSE POSITIVE,14.541781166,144.269401,22.28,9.1151,143640.0,2722.92,834.0,114.56,768.9,5997.0,4.304,1.148,292.17099,41.621288,16.709
K03502.01,FALSE POSITIVE,12.4261177,141.51156,0.945,28.5357,1230.4,3.8,724.0,64.95,89.9,5713.0,4.554,0.851,297.59494,40.594139,15.99
K03503.01,CONFIRMED,21.1876185,148.8101,0.777,3.69,71.7,0.79,676.0,49.23,8.5,6355.0,4.547,0.849,293.15085,41.729252,13.827
K03504.01,FALSE POSITIVE,12.42560404,141.5345371,0.96,23.9402,458.9,2.52,733.0,68.44,40.8,5713.0,4.541,0.893,297.5798,40.603001,15.717
K03505.01,FALSE POSITIVE,30.9604688,156.1377,1.208,14.992,460.9,89.18,1064.0,303.13,27.1,5367.0,3.216,3.558,295.07965,39.962528,13.405
K07717.01,FALSE POSITIVE,1.041619932,131.836717,1.237,8.1218,1840.5,30.94,1858.0,2828.16,374.1,5838.0,4.374,0.991,296.9136,40.258263,13.606
K03588.01,FALSE POSITIVE,2.544594443,135.040236,0.558,3.21373,348780.0,109.72,1608.0,1582.68,608.9,5503.0,4.033,1.616,294.76862,46.37421,16.319
K03589.01,FALSE POSITIVE,56.40651043,138.309825,0.625,18.4332,102290.0,21.93,358.0,3.87,1597.3,5011.0,4.617,0.647,298.52206,48.032921,15.681
K03590.01,FALSE POSITIVE,7.964400574,131.563644,1.121,4.4761,190900.0,61.54,633.0,38.09,879.2,4478.0,4.578,0.715,292.92532,38.480991,16.2
K03591.01,FALSE POSITIVE,6.399101307,134.702264,1.039,4.7439,83326.0,51.77,1042.0,279.38,154.4,6233.0,4.472,0.988,283.0733,41.53867,14.798
K01873.02,CONFIRMED,34.9168399,157.6693,0.026,7.343,500.0,2.39,602.0,31.13,15.4,6194.0,4.445,1.069,295.8093,40.008511,15.674
K07778.01,FALSE POSITIVE,0.56678228,131.8571,0.153,4.725,146.8,0.88,1661.0,1814.33,15.1,4796.0,4.56,0.749,291.72198,41.842468,15.53
K03592.01,FALSE POSITIVE,8.480303653,135.854594,0.195,7.48907,81428.0,22.25,762.0,79.65,301.4,5385.0,4.565,0.787,298.79532,46.670448,13.183
K03365.01,CONFIRMED,22.1270885,144.93039,0.956,4.472,418.2,3.94,721.0,63.98,12.6,5312.0,4.103,1.445,291.99976,49.301811,14.523
K03366.01,FALSE POSITIVE,10.6784787,140.159,0.271,2.307,201.0,1.12,712.0,60.7,9.4,5459.0,4.583,0.797,296.9025,47.628281,15.246
K03369.01,FALSE POSITIVE,42.559265547,161.57039,0.775,3.36626,207990.0,51.86,487.0,13.28,950.0,5764.0,4.548,0.863,293.45609,41.045849,15.831
K03435.01,FALSE POSITIVE,24.2157996,133.4661,0.207,4.359,322.2,1.58,596.0,29.84,13.6,5659.0,4.473,0.885,289.00632,39.093342,15.259
K03436.01,CONFIRMED,44.2018402,163.21471,0.348,4.949,235.6,1.14,409.0,6.59,18.6,5002.0,4.543,0.753,283.98633,41.65041,13.509
K03437.01,CONFIRMED,15.0330623,131.89493,0.896,6.326,132.2,2.18,928.0,175.74,14.9,5849.0,4.076,1.601,288.88333,39.74456,14.606
K03506.01,FALSE POSITIVE,12.62530918,140.0602,1.151,3.163,39413.0,87.2,1214.0,514.08,32.5,6878.0,4.012,1.844,301.14603,44.869659,12.933
K03510.01,FALSE POSITIVE,124.93576738,177.686517,0.542,7.5608,240900.0,49.34,362.0,4.06,332.8,5887.0,4.477,0.941,294.15952,45.375919,12.338
K01803.02,FALSE POSITIVE,12.720298433,140.3669017,0.805,2.4599,283.6,1.37,589.0,28.37,12.7,4914.0,4.61,0.724,286.63553,39.488621,13.26
K03511.01,FALSE POSITIVE,119.67980316,176.106325,0.527,32.1928,299050.0,193.91,847.0,121.45,5357.7,8275.0,3.726,3.251,291.17059,38.765209,8.351
K03512.01,FALSE POSITIVE,6.399107136,134.7016363,0.245,5.21981,376770.0,59.15,1031.0,266.9,4322.4,6133.0,4.435,0.935,283.07404,41.540878,13.718
K03513.01,FALSE POSITIVE,8.480304281,135.854534,0.235,7.46159,83115.0,65.0,1504.0,1210.22,5219.5,7059.0,3.946,2.21,298.8002,46.665539,7.631
K03593.01,FALSE POSITIVE,117.6813778,147.206961,0.433,12.7591,45362.0,45.43,575.0,25.76,2426.9,6429.0,3.899,2.079,291.0188,38.569859,12.112
K03594.01,FALSE POSITIVE,17.72722648,144.070402,0.381,4.1376,147140.0,35.18,692.0,54.32,922.1,6021.0,4.52,0.895,296.7345,39.186111,15.556
K07779.01,FALSE POSITIVE,1.71024931,131.6423,0.508,2.833,98.6,1.2,1766.0,2298.2,9.4,6418.0,4.395,1.171,292.7066,41.894218,15.761
K03595.01,FALSE POSITIVE,100.40132734,216.083194,0.436,9.7436,53782.0,26.0,420.0,7.37,1331.0,5903.0,4.353,1.1,296.22293,47.92392,15.017
K03596.01,FALSE POSITIVE,11.320287875,131.803042,0.526,4.82219,243410.0,59.23,928.0,175.69,1539.9,6153.0,4.302,1.127,293.26328,45.349419,16.756
K03597.01,FALSE POSITIVE,1.219034103,132.100694,0.455,2.4494,95697.0,40.46,1977.0,3621.09,319.1,5914.0,4.217,1.271,299.97156,45.811932,14.371
K03370.02,CONFIRMED,5.94228603,133.804,0.097,2.169,250.0,1.23,797.0,95.34,7.5,4891.0,4.516,0.805,289.43896,49.73122,14.779
K03373.01,FALSE POSITIVE,57.0599992,164.25706,0.194,7.463,66168.0,22.31,455.0,10.11,751.5,5931.0,4.545,0.863,287.34946,38.286041,15.936
K03438.01,CONFIRMED,14.5565618,141.03671,0.031,4.554,103.8,1.08,787.0,90.4,17.1,6065.0,4.452,1.061,289.91852,42.001431,13.71
K01731.02,FALSE POSITIVE,0.837898153,131.98187,0.071,2.104,268.9,1.26,1478.0,1128.57,13.9,4748.0,4.526,0.797,301.4693,44.159649,15.72
K07747.01,FALSE POSITIVE,0.603086711,131.664075,1.251,1.0869,1242.8,36.0,2459.0,8675.9,170.0,6353.0,4.397,1.134,295.04559,41.10421,13.989
K03439.01,CONFIRMED,41.7084063,153.53793,0.671,8.567,330.0,2.19,608.0,32.24,24.3,6434.0,4.394,1.138,296.10791,39.319908,14.155
K03441.01,FALSE POSITIVE,25.366990665,138.8144224,0.86,5.9556,150580.0,56.02,665.0,46.09,2206.5,6208.0,4.454,1.024,285.43805,47.90345,15.538
K03514.01,FALSE POSITIVE,428.32173928,276.530352,0.531,40.5992,317000.0,49.76,220.0,0.56,4594.8,5662.0,4.532,0.806,291.54391,42.638988,14.173
K03515.01,FALSE POSITIVE,82.137609997,196.1225133,1.221,6.11904,210770.0,197.85,640.0,39.55,3583.1,6395.0,3.904,2.012,292.71317,38.369659,12.261
K07766.01,FALSE POSITIVE,3.06026014,132.762,0.675,2.545,59.9,0.83,1284.0,642.06,10.1,5878.0,4.426,1.01,298.13965,41.417229,14.255
K03516.01,FALSE POSITIVE,24.0612744,138.38747,0.461,19.9438,440150.0,83.77,749.0,74.37,1161.1,6461.0,4.338,1.138,295.36603,46.377232,14.158
K03517.01,FALSE POSITIVE,66.36099916,168.379642,0.486,20.0614,416740.0,61.42,420.0,7.33,1866.7,5583.0,4.463,0.857,295.88522,42.62188,15.327
K03518.01,FALSE POSITIVE,8.939461148,133.013944,0.558,6.19136,357830.0,153.32,1407.0,926.24,2427.5,6461.0,3.846,2.225,300.79001,44.6534,14.002
K03520.01,FALSE POSITIVE,135.58607679,177.9285627,0.549,5.54241,363130.0,89.83,429.0,7.99,6788.8,6401.0,4.324,1.301,294.14371,38.877392,13.674
K03598.01,FALSE POSITIVE,18.79862195,138.028268,0.524,7.4782,380200.0,55.07,575.0,25.91,551.3,5334.0,4.585,0.796,290.20575,37.769138,17.628
K03599.01,FALSE POSITIVE,6.30828538,134.379945,0.69,2.48633,113530.0,29.34,803.0,98.21,559.2,5069.0,4.524,0.78,294.16446,46.423988,16.515
K03600.01,FALSE POSITIVE,4.80912667,134.07939,0.471,7.9331,134090.0,44.3,1270.0,615.74,1033.2,6462.0,4.371,1.166,293.2088,46.173061,14.038
K03601.01,FALSE POSITIVE,2.33211505,132.19683,1.747,2.96723,105950.0,140.22,1594.0,1530.05,997.8,6384.0,4.348,1.094,300.15649,46.20332,14.087
K01875.02,CONFIRMED,0.53835407,131.64999,0.334,1.5045,190.2,1.67,2386.0,7609.22,46.6,5539.0,4.244,1.207,297.9382,46.881401,14.498
K03602.01,FALSE POSITIVE,249.36211832,279.658296,1.17,8.3559,35830.0,48.69,308.0,2.14,846.1,5940.0,4.352,1.02,283.55252,48.222939,13.867
K07736.01,FALSE POSITIVE,0.664727127,131.63516,0.382,1.561,16.2,0.46,2343.0,7149.67,7.6,6143.0,4.344,1.116,292.93295,40.986401,12.879
K03374.01,CONFIRMED,9.5084871,140.5602,0.143,4.372,97.9,1.65,1131.0,386.61,13.3,6144.0,4.106,1.668,295.40979,42.150829,14.44
K03375.01,CONFIRMED,47.0563327,173.9653,0.361,4.807,762.0,2.57,497.0,14.43,12.1,5889.0,4.492,0.924,292.53055,42.214649,15.695
